title,table_number,domain,endpoint_short,category,subgroup_values,interaction_p
Table 301.1.2001.209.2: Summary and Results of TEAEs by Subgroups - Nausea (AESI),2001,Safety,TEAE – Nausea (AESI),Region,"Asia, Non-Asia",0.4532
Table 301.1.2001.209.2: Summary and Results of TEAEs by Subgroups - Nausea (AESI),2001,Safety,TEAE – Nausea (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.4221
Table 301.1.2001.210.2: Summary and Results of TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,TEAE – Neutropenia (AESI),Age Group 1,"<=65 years, >65 years",0.8113
Table 301.1.2001.210.2: Summary and Results of TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,TEAE – Neutropenia (AESI),Sex,"Male, Female",0.6727
Table 301.1.2001.210.2: Summary and Results of TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,TEAE – Neutropenia (AESI),Region,"Asia, Non-Asia",0.4967
Table 301.1.2001.210.2: Summary and Results of TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,TEAE – Neutropenia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.0251
Table 301.1.2001.211.2: Summary and Results of TEAEs by Subgroups - Vomiting (AESI),2001,Safety,TEAE – Vomiting (AESI),Age Group 1,"<=65 years, >65 years",0.4309
Table 301.1.2001.211.2: Summary and Results of TEAEs by Subgroups - Vomiting (AESI),2001,Safety,TEAE – Vomiting (AESI),Sex,"Male, Female",0.669
Table 301.1.2001.211.2: Summary and Results of TEAEs by Subgroups - Vomiting (AESI),2001,Safety,TEAE – Vomiting (AESI),Region,"Asia, Non-Asia",0.7839
Table 301.1.2001.211.2: Summary and Results of TEAEs by Subgroups - Vomiting (AESI),2001,Safety,TEAE – Vomiting (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.2695
Table 301.1.2001.212.2: Summary and Results of Non-Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Age Group 1,"<=65 years, >65 years",0.3463
Table 301.1.2001.212.2: Summary and Results of Non-Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Sex,"Male, Female",0.4489
Table 301.1.2001.212.2: Summary and Results of Non-Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Region,"Asia, Non-Asia",0.9407
Table 301.1.2001.212.2: Summary and Results of Non-Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.5904
Table 301.1.2001.213.2: Summary and Results of Non-Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Age Group 1,"<=65 years, >65 years",0.3493
Table 301.1.2001.213.2: Summary and Results of Non-Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Sex,"Male, Female",0.4032
Table 301.1.2001.213.2: Summary and Results of Non-Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Region,"Asia, Non-Asia",0.6196
Table 301.1.2001.213.2: Summary and Results of Non-Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.2663
Table 301.1.2001.214.2: Summary and Results of Non-Severe TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,Severe – Hypersens. (AESI),Age Group 1,"<=65 years, >65 years",0.8456
Table 301.1.2001.214.2: Summary and Results of Non-Severe TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,Severe – Hypersens. (AESI),Sex,"Male, Female",0.0846
Table 301.1.2001.214.2: Summary and Results of Non-Severe TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,Severe – Hypersens. (AESI),Region,"Asia, Non-Asia",0.8962
Table 301.1.2001.214.2: Summary and Results of Non-Severe TEAEs by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,Severe – Hypersens. (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.0777
Table 301.1.2001.215.2: Summary and Results of Non-Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Age Group 1,"<=65 years, >65 years",0.0062
Table 301.1.2001.215.2: Summary and Results of Non-Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Sex,"Male, Female",0.722
Table 301.1.2001.215.2: Summary and Results of Non-Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Region,"Asia, Non-Asia",0.0581
Table 301.1.2001.215.2: Summary and Results of Non-Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.0876
Table 301.1.2001.216.2: Summary and Results of Non-Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Age Group 1,"<=65 years, >65 years",0.0417
Table 301.1.2001.216.2: Summary and Results of Non-Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Sex,"Male, Female",0.329
Table 301.1.2001.216.2: Summary and Results of Non-Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Region,"Asia, Non-Asia",0.9671
Table 301.1.2001.216.2: Summary and Results of Non-Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.383
Table 301.1.2001.217.2: Summary and Results of Non-Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Age Group 1,"<=65 years, >65 years",0.7631
Table 301.1.2001.217.2: Summary and Results of Non-Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Sex,"Male, Female",0.2308
Table 301.1.2001.217.2: Summary and Results of Non-Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Region,"Asia, Non-Asia",0.756
Table 301.1.2001.217.2: Summary and Results of Non-Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.0756
Table 301.1.2001.218.2: Summary and Results of Non-Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Age Group 1,"<=65 years, >65 years",0.2794
Table 301.1.2001.218.2: Summary and Results of Non-Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Sex,"Male, Female",0.629
Table 301.1.2001.218.2: Summary and Results of Non-Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Region,"Asia, Non-Asia",0.8858
Table 301.1.2001.218.2: Summary and Results of Non-Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.4583
Table 301.1.2001.219.2: Summary and Results of Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Age Group 1,"<=65 years, >65 years",0.9891
Table 301.1.2001.219.2: Summary and Results of Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Sex,"Male, Female",0.6416
Table 301.1.2001.219.2: Summary and Results of Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Region,"Asia, Non-Asia",0.9893
Table 301.1.2001.219.2: Summary and Results of Severe TEAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,Severe – Abd. Pain (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.1641
Table 301.1.2001.220.2: Summary and Results of Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Age Group 1,"<=65 years, >65 years",0.7303
Table 301.1.2001.220.2: Summary and Results of Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Sex,"Male, Female",0.1989
Table 301.1.2001.220.2: Summary and Results of Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Region,"Asia, Non-Asia",0.4503
Table 301.1.2001.220.2: Summary and Results of Severe TEAEs by Subgroups - Anemia (AESI),2001,Safety,Severe – Anemia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.1626
Table 301.1.2001.222.2: Summary and Results of Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Age Group 1,"<=65 years, >65 years",0.9907
Table 301.1.2001.222.2: Summary and Results of Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Sex,"Male, Female",0.9893
Table 301.1.2001.222.2: Summary and Results of Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Region,"Asia, Non-Asia",0.1598
Table 301.1.2001.222.2: Summary and Results of Severe TEAEs by Subgroups - Infusion Related Reaction (AESI),2001,Safety,Severe – IRR (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.3485
Table 301.1.2001.223.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Age Group 1,"<=65 years, >65 years",0.3353
Table 301.1.2001.223.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Sex,"Male, Female",0.7141
Table 301.1.2001.223.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Region,"Asia, Non-Asia",0.2087
Table 301.1.2001.223.2: Summary and Results of Severe TEAEs by Subgroups - Nausea (AESI),2001,Safety,Severe – Nausea (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.2395
Table 301.1.2001.224.2: Summary and Results of Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Age Group 1,"<=65 years, >65 years",0.7456
Table 301.1.2001.224.2: Summary and Results of Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Sex,"Male, Female",0.9377
Table 301.1.2001.224.2: Summary and Results of Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Region,"Asia, Non-Asia",0.7082
Table 301.1.2001.224.2: Summary and Results of Severe TEAEs by Subgroups - Neutropenia (AESI),2001,Safety,Severe – Neutropenia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.046
Table 301.1.2001.225.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Age Group 1,"<=65 years, >65 years",0.291
Table 301.1.2001.225.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Sex,"Male, Female",0.4647
Table 301.1.2001.225.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Region,"Asia, Non-Asia",0.5907
Table 301.1.2001.225.2: Summary and Results of Severe TEAEs by Subgroups - Vomiting (AESI),2001,Safety,Severe – Vomiting (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.2224
Table 301.1.2001.226.2: Summary and Results of TESAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TESAE – Abd. Pain (AESI),Age Group 1,"<=65 years, >65 years",0.4409
Table 301.1.2001.226.2: Summary and Results of TESAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TESAE – Abd. Pain (AESI),Region,"Asia, Non-Asia",0.9904
Table 301.1.2001.226.2: Summary and Results of TESAEs by Subgroups - Abdominal Pain (AESI),2001,Safety,TESAE – Abd. Pain (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.6892
Table 301.1.2001.230.2: Summary and Results of TESAEs by Subgroups - Nausea (AESI),2001,Safety,TESAE – Nausea (AESI),Age Group 1,"<=65 years, >65 years",0.7623
Table 301.1.2001.230.2: Summary and Results of TESAEs by Subgroups - Nausea (AESI),2001,Safety,TESAE – Nausea (AESI),Sex,"Male, Female",0.9165
Table 301.1.2001.230.2: Summary and Results of TESAEs by Subgroups - Nausea (AESI),2001,Safety,TESAE – Nausea (AESI),Region,"Asia, Non-Asia",0.6181
Table 301.1.2001.230.2: Summary and Results of TESAEs by Subgroups - Nausea (AESI),2001,Safety,TESAE – Nausea (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.6478
Table 301.1.2001.231.2: Summary and Results of TESAEs by Subgroups - Neutropenia (AESI),2001,Safety,TESAE – Neutropenia (AESI),Age Group 1,"<=65 years, >65 years",0.7735
Table 301.1.2001.231.2: Summary and Results of TESAEs by Subgroups - Neutropenia (AESI),2001,Safety,TESAE – Neutropenia (AESI),Sex,"Male, Female",0.5639
Table 301.1.2001.231.2: Summary and Results of TESAEs by Subgroups - Neutropenia (AESI),2001,Safety,TESAE – Neutropenia (AESI),Region,"Asia, Non-Asia",0.6823
Table 301.1.2001.231.2: Summary and Results of TESAEs by Subgroups - Neutropenia (AESI),2001,Safety,TESAE – Neutropenia (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.9903
Table 301.1.2001.232.2: Summary and Results of TESAEs by Subgroups - Vomiting (AESI),2001,Safety,TESAE – Vomiting (AESI),Age Group 1,"<=65 years, >65 years",0.5614
Table 301.1.2001.232.2: Summary and Results of TESAEs by Subgroups - Vomiting (AESI),2001,Safety,TESAE – Vomiting (AESI),Sex,"Male, Female",0.486
Table 301.1.2001.232.2: Summary and Results of TESAEs by Subgroups - Vomiting (AESI),2001,Safety,TESAE – Vomiting (AESI),Region,"Asia, Non-Asia",0.1229
Table 301.1.2001.232.2: Summary and Results of TESAEs by Subgroups - Vomiting (AESI),2001,Safety,TESAE – Vomiting (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.9427
Table 301.1.2001.235.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Hypersensitivity Reactions (AESI),2001,Safety,DC – Hypersens. (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.8629
Table 301.1.2001.236.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Infusion Related Reaction (AESI),2001,Safety,DC – IRR (AESI),Age Group 1,"<=65 years, >65 years",0.8074
Table 301.1.2001.236.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Infusion Related Reaction (AESI),2001,Safety,DC – IRR (AESI),Sex,"Male, Female",0.1784
Table 301.1.2001.236.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Infusion Related Reaction (AESI),2001,Safety,DC – IRR (AESI),Region,"Asia, Non-Asia",0.0455
Table 301.1.2001.236.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Infusion Related Reaction (AESI),2001,Safety,DC – IRR (AESI),Number of Organs with Metastatic Sites,"0-2, >=3",0.1337
Table 301.1.2001.237.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Nausea (AESI),2001,Safety,DC – Nausea (AESI),Age Group 1,"<=65 years, >65 years",0.8707
Table 301.1.2001.237.2: Summary and Results of TEAEs leading to Permanent Treatment Discontinuation by Subgroups - Nausea (AESI),2001,Safety,DC – Nausea (AESI),Sex,"Male, Female",0.7115
